scale,steel_kind,hsb,fur_avg_temp,fur_total_time,rolling_method,rolling_temp,descaling_count,work_group
양품,T,적용,1128.0,223,TMCP(온도제어),843,6,2조
양품,T,적용,1128.0,281,TMCP(온도제어),843,6,2조
양품,T,적용,1128.5,235,CR(제어압연),843,6,2조
양품,T,적용,1128.5,244,TMCP(온도제어),843,6,2조
양품,T,적용,1127.5,278,TMCP(온도제어),840,6,2조
불량,T,미적용,1124.0,250,TMCP(온도제어),846,6,2조
양품,T,적용,1119.0,277,TMCP(온도제어),839,6,2조
양품,T,적용,1127.5,256,TMCP(온도제어),843,6,2조
양품,T,적용,1126.0,264,TMCP(온도제어),844,6,2조
양품,T,적용,1127.5,261,TMCP(온도제어),841,6,2조
양품,T,적용,1179.5,211,TMCP(온도제어),905,8,1조
양품,T,적용,1163.0,212,TMCP(온도제어),915,8,1조
불량,T,적용,1166.0,224,TMCP(온도제어),863,9,1조
양품,T,적용,1136.5,206,TMCP(온도제어),923,10,1조
양품,T,적용,1140.0,258,TMCP(온도제어),916,10,1조
양품,T,적용,1169.0,206,TMCP(온도제어),904,10,2조
불량,T,미적용,1169.5,230,TMCP(온도제어),880,10,2조
양품,T,적용,1166.0,209,TMCP(온도제어),889,10,2조
양품,T,적용,1129.5,282,TMCP(온도제어),892,10,2조
양품,T,적용,1151.5,216,CR(제어압연),823,8,2조
양품,T,적용,1137.0,272,CR(제어압연),827,8,2조
양품,T,적용,1144.5,192,CR(제어압연),854,8,2조
양품,T,적용,1169.5,230,CR(제어압연),843,8,2조
양품,T,적용,1177.0,277,TMCP(온도제어),882,8,2조
양품,T,적용,1134.0,233,TMCP(온도제어),936,8,2조
양품,T,적용,1151.5,218,TMCP(온도제어),875,8,2조
양품,T,적용,1116.0,240,TMCP(온도제어),873,8,2조
양품,T,적용,1145.0,214,TMCP(온도제어),879,8,2조
양품,T,적용,1161.5,231,TMCP(온도제어),875,8,2조
양품,T,적용,1161.0,233,TMCP(온도제어),870,8,2조
양품,T,적용,1153.5,217,TMCP(온도제어),881,8,2조
양품,T,적용,1120.0,226,TMCP(온도제어),879,8,2조
양품,T,적용,1120.0,286,TMCP(온도제어),873,8,2조
양품,T,적용,1140.5,255,TMCP(온도제어),881,8,2조
양품,T,적용,1143.5,253,TMCP(온도제어),880,8,2조
양품,T,적용,1145.0,233,TMCP(온도제어),871,8,2조
양품,T,적용,1140.0,251,TMCP(온도제어),873,8,2조
양품,T,적용,1122.0,259,TMCP(온도제어),868,8,2조
양품,T,적용,1141.0,251,TMCP(온도제어),875,8,2조
양품,T,적용,1136.5,263,TMCP(온도제어),880,8,2조
양품,T,적용,1133.0,265,TMCP(온도제어),876,8,2조
양품,T,적용,1133.0,263,CR(제어압연),876,8,2조
불량,T,적용,1150.0,227,TMCP(온도제어),897,5,2조
양품,T,적용,1155.0,232,TMCP(온도제어),897,6,2조
양품,T,적용,1122.5,261,TMCP(온도제어),815,6,2조
양품,T,적용,1144.0,264,TMCP(온도제어),802,6,2조
양품,T,적용,1153.5,230,TMCP(온도제어),805,6,2조
양품,T,적용,1131.5,279,TMCP(온도제어),817,6,2조
양품,T,적용,1155.5,274,TMCP(온도제어),895,6,2조
양품,T,적용,1149.0,259,CR(제어압연),813,6,2조
양품,T,적용,1149.0,248,TMCP(온도제어),813,6,2조
양품,T,적용,1142.0,302,TMCP(온도제어),816,6,2조
양품,T,적용,1142.0,289,TMCP(온도제어),818,6,2조
불량,T,미적용,1134.0,296,TMCP(온도제어),818,6,2조
양품,T,적용,1153.5,289,TMCP(온도제어),816,6,2조
양품,T,적용,1154.0,273,TMCP(온도제어),819,6,2조
양품,T,적용,1145.0,268,TMCP(온도제어),816,6,2조
양품,T,적용,1127.5,298,TMCP(온도제어),817,6,2조
양품,T,적용,1136.0,319,TMCP(온도제어),817,6,2조
양품,T,적용,1146.0,317,TMCP(온도제어),815,6,2조
양품,T,적용,1137.5,275,TMCP(온도제어),816,6,2조
양품,T,적용,1137.5,306,TMCP(온도제어),816,6,2조
불량,T,적용,1143.0,291,CR(제어압연),1033,6,2조
불량,T,미적용,1143.0,314,TMCP(온도제어),1033,6,2조
양품,T,적용,1152.5,301,TMCP(온도제어),745,6,2조
양품,T,적용,1140.5,336,TMCP(온도제어),894,6,2조
양품,T,적용,1143.5,333,CR(제어압연),910,6,2조
양품,T,적용,1143.5,338,CR(제어압연),906,6,2조
양품,T,적용,1149.0,299,CR(제어압연),891,6,2조
양품,T,적용,1139.5,285,CR(제어압연),816,6,2조
양품,T,적용,1139.5,292,TMCP(온도제어),816,6,2조
양품,T,적용,1143.0,325,CR(제어압연),820,6,2조
불량,T,적용,1143.0,293,TMCP(온도제어),820,5,2조
양품,T,적용,1148.0,218,CR(제어압연),897,6,2조
양품,T,적용,1143.5,351,CR(제어압연),888,6,2조
양품,T,적용,1143.5,263,CR(제어압연),891,6,2조
양품,T,적용,1155.5,321,TMCP(온도제어),880,6,2조
양품,T,적용,1128.0,322,TMCP(온도제어),887,6,2조
양품,T,적용,1141.0,298,TMCP(온도제어),891,6,2조
양품,T,적용,1136.5,246,CR(제어압연),908,6,2조
양품,T,적용,1140.0,351,CR(제어압연),901,6,2조
양품,T,적용,1143.0,294,CR(제어압연),901,6,2조
양품,T,적용,1143.0,315,CR(제어압연),900,6,2조
양품,T,적용,1118.0,330,TMCP(온도제어),894,6,2조
양품,T,적용,1138.0,309,CR(제어압연),894,6,2조
양품,T,적용,1139.5,326,CR(제어압연),897,6,2조
양품,T,적용,1135.0,323,CR(제어압연),892,6,2조
불량,T,미적용,1136.5,303,CR(제어압연),892,6,3조
양품,T,적용,1137.5,223,CR(제어압연),896,6,3조
양품,T,적용,1112.5,294,TMCP(온도제어),899,6,3조
양품,T,적용,1134.0,328,CR(제어압연),896,6,3조
양품,T,적용,1130.0,347,CR(제어압연),893,6,3조
양품,T,적용,1131.0,304,CR(제어압연),894,6,3조
양품,T,적용,1132.5,301,CR(제어압연),901,6,3조
양품,T,적용,1132.5,279,CR(제어압연),869,6,3조
양품,T,적용,1112.5,278,CR(제어압연),876,6,3조
양품,T,적용,1129.0,335,CR(제어압연),870,6,3조
양품,T,적용,1129.0,281,CR(제어압연),876,6,3조
양품,T,적용,1132.0,329,CR(제어압연),877,6,3조
양품,T,적용,1128.5,294,CR(제어압연),881,6,3조
양품,T,적용,1135.0,287,CR(제어압연),869,6,3조
양품,T,적용,1131.0,243,CR(제어압연),876,6,3조
양품,T,적용,1118.0,274,CR(제어압연),876,6,3조
양품,T,적용,1134.5,281,CR(제어압연),876,6,3조
양품,T,적용,1131.5,265,CR(제어압연),877,6,3조
양품,T,적용,1130.5,318,CR(제어압연),878,6,3조
양품,T,적용,1128.0,265,CR(제어압연),878,6,3조
양품,T,적용,1119.0,258,CR(제어압연),878,6,3조
양품,T,적용,1131.5,287,CR(제어압연),877,6,3조
양품,T,적용,1132.0,278,CR(제어압연),877,6,3조
불량,T,미적용,1133.0,271,CR(제어압연),876,6,3조
양품,T,적용,1131.5,278,CR(제어압연),876,6,3조
양품,T,적용,1127.0,208,CR(제어압연),842,6,3조
양품,T,적용,1125.5,254,TMCP(온도제어),889,6,3조
양품,T,적용,1129.5,284,CR(제어압연),816,6,3조
양품,T,적용,1129.5,309,TMCP(온도제어),816,6,3조
양품,T,적용,1124.0,308,TMCP(온도제어),815,6,3조
양품,T,적용,1132.5,259,CR(제어압연),816,6,3조
양품,T,적용,1132.5,282,TMCP(온도제어),816,6,3조
양품,T,적용,1120.5,245,TMCP(온도제어),818,6,3조
양품,T,적용,1125.0,283,TMCP(온도제어),812,6,3조
불량,T,적용,1127.0,295,TMCP(온도제어),812,5,3조
양품,T,적용,1115.5,298,TMCP(온도제어),815,6,3조
양품,T,적용,1115.5,302,TMCP(온도제어),815,6,3조
불량,T,미적용,1124.5,332,CR(제어압연),859,6,3조
양품,T,적용,1118.5,291,TMCP(온도제어),812,6,3조
양품,T,적용,1122.5,310,TMCP(온도제어),819,6,3조
양품,T,적용,1133.0,295,TMCP(온도제어),814,6,3조
양품,T,적용,1114.5,295,TMCP(온도제어),837,6,3조
양품,T,적용,1115.5,316,TMCP(온도제어),842,6,3조
양품,T,적용,1112.5,300,TMCP(온도제어),848,6,3조
양품,T,적용,1133.5,337,CR(제어압연),814,6,3조
양품,T,적용,1125.5,326,CR(제어압연),811,6,3조
불량,T,미적용,1129.0,217,CR(제어압연),811,6,3조
양품,T,적용,1122.5,258,CR(제어압연),815,6,3조
